strains,type_ref,match_per,typing,tree_name,
ERR119106,DCC3,0.998,DCC3,DCC3,1
ERR1413189,eDCC32,0.998,eDCC32,eDCC32,1
ERR494839,eDCC32,0.998,eDCC32,eDCC32,1
ERR1413206,eDCC29,0.9981,eDCC29,eDCC29,1
ERR330837,eDCC23,0.9981,eDCC23,eDCC23,1
ERR330841,eDCC23,0.9981,eDCC23,eDCC23,1
ERR337773,eDCC21,0.9981,eDCC21,eDCC21,1
ERR337774,eDCC21,0.9981,eDCC21,eDCC21,1
ERR337786,eDCC21,0.9981,eDCC21,eDCC21,1
ERR343204,eDCC21,0.9981,eDCC21,eDCC21,1
ERR363361,eDCC21,0.9981,eDCC21,eDCC21,1
ERR363362,eDCC21,0.9981,eDCC21,eDCC21,1
ERR363363,eDCC21,0.9981,eDCC21,eDCC21,1
ERR363376,eDCC21,0.9981,eDCC21,eDCC21,1
ERR369176,eDCC23,0.9981,eDCC23,eDCC23,1
ERR369235,eDCC23,0.9981,eDCC23,eDCC23,1
ERR369245,eDCC23,0.9981,eDCC23,eDCC23,1
ERR374066,eDCC21,0.9981,eDCC21,eDCC21,1
ERR8266647,eDCC23,0.9981,eDCC23,eDCC23,1
ERR343181,eDCC31,0.9981,eDCC31,eDCC31,1
SRR7800468,DCC6,0.9981,DCC6,DCC6,1
DRR245278,DCC1,0.9982,DCC1,DCC1,1
DRR317453,DCC1,0.9982,DCC1,DCC1,1
ERR3198422,DCC1,0.9982,DCC1,DCC1,1
ERR330854,DCC5,0.9982,DCC5,DCC5,1
ERR337875,eDCC11,0.9982,eDCC11,eDCC11,1
ERR337876,eDCC11,0.9982,eDCC11,eDCC11,1
ERR340501,eDCC11,0.9982,eDCC11,eDCC11,1
ERR340502,eDCC11,0.9982,eDCC11,eDCC11,1
ERR340559,DCC1,0.9982,DCC1,DCC1,1
ERR343232,eDCC11,0.9982,eDCC11,eDCC11,1
ERR343233,eDCC11,0.9982,eDCC11,eDCC11,1
ERR349291,DCC1,0.9982,DCC1,DCC1,1
ERR349304,eDCC11,0.9982,eDCC11,eDCC11,1
ERR349325,DCC1,0.9982,DCC1,DCC1,1
ERR351974,eDCC11,0.9982,eDCC11,eDCC11,1
ERR363467,eDCC11,0.9982,eDCC11,eDCC11,1
ERR369267,eDCC11,0.9982,eDCC11,eDCC11,1
ERR369293,eDCC11,0.9982,eDCC11,eDCC11,1
ERR369315,eDCC11,0.9982,eDCC11,eDCC11,1
ERR369323,eDCC11,0.9982,eDCC11,eDCC11,1
ERR369336,eDCC11,0.9982,eDCC11,eDCC11,1
ERR369339,eDCC11,0.9982,eDCC11,eDCC11,1
ERR373962,eDCC11,0.9982,eDCC11,eDCC11,1
ERR373982,DCC1,0.9982,DCC1,DCC1,1
ERR374024,eDCC11,0.9982,eDCC11,eDCC11,1
ERR374036,eDCC11,0.9982,eDCC11,eDCC11,1
ERR374095,eDCC11,0.9982,eDCC11,eDCC11,1
ERR4020107,eDCC24,0.9982,eDCC24,eDCC24,1
ERR459785,DCC1,0.9982,DCC1,DCC1,1
ERR459860,DCC5,0.9982,DCC5,DCC5,1
ERR484959,DCC5,0.9982,DCC5,DCC5,1
ERR484960,DCC5,0.9982,DCC5,DCC5,1
ERR494949,DCC5,0.9982,DCC5,DCC5,1
ERR494953,DCC5,0.9982,DCC5,DCC5,1
ERR494979,DCC5,0.9982,DCC5,DCC5,1
SRR12051645,DCC2,0.9982,DCC2,DCC2,1
SRR12051655,eDCC11,0.9982,eDCC11,eDCC11,1
SRR12574864,DCC1,0.9982,DCC1,DCC1,1
SRR7800465,eDCC11,0.9982,eDCC11,eDCC11,1
SRR7800633,eDCC11,0.9982,eDCC11,eDCC11,1
SRR7800709,eDCC24,0.9982,eDCC24,eDCC24,1
DRR317415,eDCC32,0.9982,eDCC32,eDCC32,1
DRR317422,eDCC32,0.9982,eDCC32,eDCC32,1
DRR317607,eDCC32,0.9982,eDCC32,eDCC32,1
ERR1045540,DCC3,0.9982,DCC3,DCC3,1
ERR1045542,DCC3,0.9982,DCC3,DCC3,1
ERR1045543,DCC3,0.9982,DCC3,DCC3,1
ERR1045544,DCC3,0.9982,DCC3,DCC3,1
ERR1045578,DCC3,0.9982,DCC3,DCC3,1
ERR1045580,DCC3,0.9982,DCC3,DCC3,1
ERR1045583,DCC3,0.9982,DCC3,DCC3,1
ERR1045607,DCC3,0.9982,DCC3,DCC3,1
ERR1045631,DCC3,0.9982,DCC3,DCC3,1
ERR1045636,DCC3,0.9982,DCC3,DCC3,1
SRR315356,DCC3,0.9982,DCC3,DCC3,1
ERR4326490,eDCC32,0.9982,eDCC32,eDCC32,1
ERR459799,eDCC35,0.9982,eDCC35,eDCC35,1
ERR459800,eDCC35,0.9982,eDCC35,eDCC35,1
ERR459824,eDCC31,0.9982,eDCC31,eDCC31,1
ERR7253737,eDCC32,0.9982,eDCC32,eDCC32,1
ERR8266660,eDCC32,0.9982,eDCC32,eDCC32,1
ERR8266661,eDCC32,0.9982,eDCC32,eDCC32,1
ERR8266662,eDCC32,0.9982,eDCC32,eDCC32,1
SRR12051733,DCC7,0.9983,DCC7,DCC7,1
SRR12051734,DCC7,0.9983,DCC7,DCC7,1
ERR1869534,DCC7,0.9983,DCC7,DCC7,1
SRR12051798,DCC7,0.9983,DCC7,DCC7,1
SRR7800723,DCC7,0.9983,DCC7,DCC7,1
SRR12051724,DCC7,0.9983,DCC7,DCC7,1
SRR12051725,DCC7,0.9983,DCC7,DCC7,1
SRR3666123,DCC7,0.9983,DCC7,DCC7,1
ERR373966,DCC7,0.9983,DCC7,DCC7,1
SRR12574875,DCC7,0.9983,DCC7,DCC7,1
ERR4020097,DCC7,0.9983,DCC7,DCC7,1
ERR363429,DCC7,0.9983,DCC7,DCC7,1
ERR363440,DCC7,0.9983,DCC7,DCC7,1
ERR374189,DCC1,0.9983,DCC1,DCC1,1
ERR459788,DCC1,0.9983,DCC1,DCC1,1
ERR7253798,eDCC29,0.9983,eDCC29,eDCC29,1
SRR12051708,DCC2,0.9983,DCC2,DCC2,1
SRR12574874,eDCC29,0.9983,eDCC29,eDCC29,1
SRR7800407,DCC2,0.9983,DCC2,DCC2,1
SRR7800712,eDCC25,0.9983,eDCC25,eDCC25,1
DRR245172,eDCC31,0.9983,eDCC31,eDCC31,1
ERR340509,eDCC31,0.9983,eDCC31,eDCC31,1
DRR245189,DCC1,0.9984,DCC1,DCC1,1
DRR317402,DCC1,0.9984,DCC1,DCC1,1
ERR2524333,DCC1,0.9984,DCC1,DCC1,1
ERR3198418,DCC1,0.9984,DCC1,DCC1,1
ERR330822,DCC1,0.9984,DCC1,DCC1,1
ERR337735,eDCC8,0.9984,eDCC8,eDCC8,1
ERR363309,DCC1,0.9984,DCC1,DCC1,1
ERR363325,eDCC8,0.9984,eDCC8,eDCC8,1
ERR363436,DCC1,0.9984,DCC1,DCC1,1
ERR363464,DCC1,0.9984,DCC1,DCC1,1
ERR363489,DCC1,0.9984,DCC1,DCC1,1
ERR373980,DCC1,0.9984,DCC1,DCC1,1
ERR374004,DCC1,0.9984,DCC1,DCC1,1
ERR374180,eDCC8,0.9984,eDCC8,eDCC8,1
ERR490683,eDCC8,0.9984,eDCC8,eDCC8,1
ERR494836,eDCC8,0.9984,eDCC8,eDCC8,1
ERR7253740,DCC1,0.9984,DCC1,DCC1,1
ERR7253793,eDCC8,0.9984,eDCC8,eDCC8,1
ERR8266620,DCC1,0.9984,DCC1,DCC1,1
ERR8266621,DCC1,0.9984,DCC1,DCC1,1
SRR12051506,DCC4,0.9984,DCC4,DCC4,1
SRR12051761,DCC1,0.9984,DCC1,DCC1,1
SRR14719153,DCC1,0.9984,DCC1,DCC1,1
SRR18969533,DCC4,0.9984,DCC4,DCC4,1
SRR6388746,DCC4,0.9984,DCC4,DCC4,1
SRR7800548,eDCC16,0.9984,eDCC16,eDCC16,1
SRR7800701,DCC1,0.9984,DCC1,DCC1,1
DRR317450,eDCC37,0.9984,eDCC37,eDCC37,1
ERR1045534,DCC3,0.9984,DCC3,DCC3,1
ERR1045535,DCC3,0.9984,DCC3,DCC3,1
ERR1045537,DCC3,0.9984,DCC3,DCC3,1
ERR1045538,DCC3,0.9984,DCC3,DCC3,1
ERR1045541,DCC3,0.9984,DCC3,DCC3,1
ERR1045545,DCC3,0.9984,DCC3,DCC3,1
ERR1045546,DCC3,0.9984,DCC3,DCC3,1
ERR1045547,DCC3,0.9984,DCC3,DCC3,1
ERR1045550,DCC3,0.9984,DCC3,DCC3,1
ERR1045551,DCC3,0.9984,DCC3,DCC3,1
ERR1045552,DCC3,0.9984,DCC3,DCC3,1
ERR1045554,DCC3,0.9984,DCC3,DCC3,1
ERR1045555,DCC3,0.9984,DCC3,DCC3,1
ERR1045556,DCC3,0.9984,DCC3,DCC3,1
ERR1045557,DCC3,0.9984,DCC3,DCC3,1
ERR1045559,DCC3,0.9984,DCC3,DCC3,1
ERR1045560,DCC3,0.9984,DCC3,DCC3,1
ERR1045561,DCC3,0.9984,DCC3,DCC3,1
ERR1045563,DCC3,0.9984,DCC3,DCC3,1
ERR1045565,DCC3,0.9984,DCC3,DCC3,1
ERR1045566,DCC3,0.9984,DCC3,DCC3,1
ERR1045567,DCC3,0.9984,DCC3,DCC3,1
ERR1045568,DCC3,0.9984,DCC3,DCC3,1
ERR1045569,DCC3,0.9984,DCC3,DCC3,1
ERR1045570,DCC3,0.9984,DCC3,DCC3,1
ERR1045571,DCC3,0.9984,DCC3,DCC3,1
ERR1045572,DCC3,0.9984,DCC3,DCC3,1
ERR1045573,DCC3,0.9984,DCC3,DCC3,1
ERR1045574,DCC3,0.9984,DCC3,DCC3,1
ERR1045575,DCC3,0.9984,DCC3,DCC3,1
ERR1045576,DCC3,0.9984,DCC3,DCC3,1
ERR1045577,DCC3,0.9984,DCC3,DCC3,1
ERR1045579,DCC3,0.9984,DCC3,DCC3,1
ERR1045581,DCC3,0.9984,DCC3,DCC3,1
ERR1045582,DCC3,0.9984,DCC3,DCC3,1
ERR1045584,DCC3,0.9984,DCC3,DCC3,1
ERR1045585,DCC3,0.9984,DCC3,DCC3,1
ERR1045586,DCC3,0.9984,DCC3,DCC3,1
ERR1045587,DCC3,0.9984,DCC3,DCC3,1
ERR1045588,DCC3,0.9984,DCC3,DCC3,1
ERR1045589,DCC3,0.9984,DCC3,DCC3,1
ERR1045590,DCC3,0.9984,DCC3,DCC3,1
ERR1045592,DCC3,0.9984,DCC3,DCC3,1
ERR1045594,DCC3,0.9984,DCC3,DCC3,1
ERR1045595,DCC3,0.9984,DCC3,DCC3,1
ERR1045596,DCC3,0.9984,DCC3,DCC3,1
ERR1045597,DCC3,0.9984,DCC3,DCC3,1
ERR1045598,DCC3,0.9984,DCC3,DCC3,1
ERR1045599,DCC3,0.9984,DCC3,DCC3,1
ERR1045600,DCC3,0.9984,DCC3,DCC3,1
ERR1045603,DCC3,0.9984,DCC3,DCC3,1
ERR1045604,DCC3,0.9984,DCC3,DCC3,1
ERR1045605,DCC3,0.9984,DCC3,DCC3,1
ERR1045606,DCC3,0.9984,DCC3,DCC3,1
ERR1045608,DCC3,0.9984,DCC3,DCC3,1
ERR1045609,DCC3,0.9984,DCC3,DCC3,1
ERR1045610,DCC3,0.9984,DCC3,DCC3,1
ERR1045611,DCC3,0.9984,DCC3,DCC3,1
ERR1045612,DCC3,0.9984,DCC3,DCC3,1
ERR1045613,DCC3,0.9984,DCC3,DCC3,1
ERR1045614,DCC3,0.9984,DCC3,DCC3,1
ERR1045615,DCC3,0.9984,DCC3,DCC3,1
ERR1045617,DCC3,0.9984,DCC3,DCC3,1
ERR1045618,DCC3,0.9984,DCC3,DCC3,1
ERR1045621,DCC3,0.9984,DCC3,DCC3,1
ERR1045622,DCC3,0.9984,DCC3,DCC3,1
ERR1045623,DCC3,0.9984,DCC3,DCC3,1
ERR1045624,DCC3,0.9984,DCC3,DCC3,1
ERR1045625,DCC3,0.9984,DCC3,DCC3,1
ERR1045626,DCC3,0.9984,DCC3,DCC3,1
ERR1045627,DCC3,0.9984,DCC3,DCC3,1
ERR1045629,DCC3,0.9984,DCC3,DCC3,1
ERR1045630,DCC3,0.9984,DCC3,DCC3,1
ERR1045632,DCC3,0.9984,DCC3,DCC3,1
ERR1045633,DCC3,0.9984,DCC3,DCC3,1
ERR1045634,DCC3,0.9984,DCC3,DCC3,1
ERR1045637,DCC3,0.9984,DCC3,DCC3,1
ERR1045638,DCC3,0.9984,DCC3,DCC3,1
ERR1045639,DCC3,0.9984,DCC3,DCC3,1
ERR1045640,DCC3,0.9984,DCC3,DCC3,1
ERR1045642,DCC3,0.9984,DCC3,DCC3,1
ERR1045643,DCC3,0.9984,DCC3,DCC3,1
ERR1045644,DCC3,0.9984,DCC3,DCC3,1
ERR1045645,DCC3,0.9984,DCC3,DCC3,1
ERR1045646,DCC3,0.9984,DCC3,DCC3,1
ERR1045647,DCC3,0.9984,DCC3,DCC3,1
ERR1045648,DCC3,0.9984,DCC3,DCC3,1
ERR1045649,DCC3,0.9984,DCC3,DCC3,1
ERR1045651,DCC3,0.9984,DCC3,DCC3,1
ERR1045652,DCC3,0.9984,DCC3,DCC3,1
ERR1045653,DCC3,0.9984,DCC3,DCC3,1
ERR1045655,DCC3,0.9984,DCC3,DCC3,1
ERR1045656,DCC3,0.9984,DCC3,DCC3,1
ERR1045657,DCC3,0.9984,DCC3,DCC3,1
ERR1045658,DCC3,0.9984,DCC3,DCC3,1
ERR1045659,DCC3,0.9984,DCC3,DCC3,1
ERR1045661,DCC3,0.9984,DCC3,DCC3,1
ERR1045662,DCC3,0.9984,DCC3,DCC3,1
ERR1045664,DCC3,0.9984,DCC3,DCC3,1
ERR1045666,DCC3,0.9984,DCC3,DCC3,1
ERR1045667,DCC3,0.9984,DCC3,DCC3,1
ERR1045668,DCC3,0.9984,DCC3,DCC3,1
ERR1045669,DCC3,0.9984,DCC3,DCC3,1
ERR1045670,DCC3,0.9984,DCC3,DCC3,1
ERR1045672,DCC3,0.9984,DCC3,DCC3,1
ERR1045673,DCC3,0.9984,DCC3,DCC3,1
ERR1045674,DCC3,0.9984,DCC3,DCC3,1
ERR1045675,DCC3,0.9984,DCC3,DCC3,1
ERR1045676,DCC3,0.9984,DCC3,DCC3,1
ERR1045677,DCC3,0.9984,DCC3,DCC3,1
ERR1045678,DCC3,0.9984,DCC3,DCC3,1
ERR1045679,DCC3,0.9984,DCC3,DCC3,1
ERR1045680,DCC3,0.9984,DCC3,DCC3,1
ERR1045682,DCC3,0.9984,DCC3,DCC3,1
ERR1045684,DCC3,0.9984,DCC3,DCC3,1
ERR1045685,DCC3,0.9984,DCC3,DCC3,1
ERR1045686,DCC3,0.9984,DCC3,DCC3,1
ERR1045687,DCC3,0.9984,DCC3,DCC3,1
ERR1045688,DCC3,0.9984,DCC3,DCC3,1
ERR1045689,DCC3,0.9984,DCC3,DCC3,1
ERR1045690,DCC3,0.9984,DCC3,DCC3,1
ERR1045691,DCC3,0.9984,DCC3,DCC3,1
ERR1045692,DCC3,0.9984,DCC3,DCC3,1
ERR1045693,DCC3,0.9984,DCC3,DCC3,1
ERR1045694,DCC3,0.9984,DCC3,DCC3,1
ERR1045695,DCC3,0.9984,DCC3,DCC3,1
ERR1045696,DCC3,0.9984,DCC3,DCC3,1
ERR1045698,DCC3,0.9984,DCC3,DCC3,1
ERR1045699,DCC3,0.9984,DCC3,DCC3,1
ERR1045702,DCC3,0.9984,DCC3,DCC3,1
ERR1045703,DCC3,0.9984,DCC3,DCC3,1
ERR1045705,DCC3,0.9984,DCC3,DCC3,1
ERR1045706,DCC3,0.9984,DCC3,DCC3,1
ERR1045707,DCC3,0.9984,DCC3,DCC3,1
ERR1045708,DCC3,0.9984,DCC3,DCC3,1
ERR1045709,DCC3,0.9984,DCC3,DCC3,1
ERR1045710,DCC3,0.9984,DCC3,DCC3,1
ERR1045711,DCC3,0.9984,DCC3,DCC3,1
ERR1045713,DCC3,0.9984,DCC3,DCC3,1
ERR1045715,DCC3,0.9984,DCC3,DCC3,1
ERR1045716,DCC3,0.9984,DCC3,DCC3,1
ERR1045717,DCC3,0.9984,DCC3,DCC3,1
ERR1045718,DCC3,0.9984,DCC3,DCC3,1
ERR1045719,DCC3,0.9984,DCC3,DCC3,1
ERR1045722,DCC3,0.9984,DCC3,DCC3,1
ERR1215659,DCC3,0.9984,DCC3,DCC3,1
ERR369325,DCC3,0.9984,DCC3,DCC3,1
ERR460095,DCC3,0.9984,DCC3,DCC3,1
ERR567864,DCC6,0.9984,DCC6,DCC6,1
ERR7253785,eDCC34,0.9984,eDCC34,eDCC34,1
SRR315387,eDCC34,0.9984,eDCC34,eDCC34,1
DRR245244,DCC1,0.9985,DCC1,DCC1,1
DRR317553,eDCC25,0.9985,eDCC25,eDCC25,1
ERR114976,DCC2,0.9985,DCC2,DCC2,1
ERR115026,DCC2,0.9985,DCC2,DCC2,1
ERR115047,DCC2,0.9985,DCC2,DCC2,1
ERR3198386,eDCC9,0.9985,eDCC9,eDCC9,1
ERR3198402,DCC1,0.9985,DCC1,DCC1,1
ERR3198420,DCC1,0.9985,DCC1,DCC1,1
ERR3198499,DCC1,0.9985,DCC1,DCC1,1
ERR330823,DCC1,0.9985,DCC1,DCC1,1
ERR330898,eDCC23,0.9985,eDCC23,eDCC23,1
ERR330900,eDCC23,0.9985,eDCC23,eDCC23,1
ERR351969,DCC1,0.9985,DCC1,DCC1,1
ERR363277,DCC2,0.9985,DCC2,DCC2,1
ERR363411,DCC1,0.9985,DCC1,DCC1,1
ERR369172,eDCC23,0.9985,eDCC23,eDCC23,1
ERR4020092,eDCC24,0.9985,eDCC24,eDCC24,1
ERR567869,DCC1,0.9985,DCC1,DCC1,1
SRR12574854,eDCC29,0.9985,eDCC29,eDCC29,1
SRR12574855,eDCC29,0.9985,eDCC29,eDCC29,1
SRR315389,DCC1,0.9985,DCC1,DCC1,1
SRR6045701,DCC1,0.9985,DCC1,DCC1,1
SRR7800559,eDCC16,0.9985,eDCC16,eDCC16,1
DRR245276,eDCC32,0.9985,eDCC32,eDCC32,1
DRR245286,eDCC31,0.9985,eDCC31,eDCC31,1
DRR317616,eDCC32,0.9985,eDCC32,eDCC32,1
DRR317617,eDCC32,0.9985,eDCC32,eDCC32,1
ERR337770,eDCC34,0.9985,eDCC34,eDCC34,1
ERR343190,eDCC32,0.9985,eDCC32,eDCC32,1
ERR374192,eDCC31,0.9985,eDCC31,eDCC31,1
ERR4020110,eDCC32,0.9985,eDCC32,eDCC32,1
ERR4326491,eDCC32,0.9985,eDCC32,eDCC32,1
ERR494897,eDCC32,0.9985,eDCC32,eDCC32,1
ERR956272,eDCC32,0.9985,eDCC32,eDCC32,1
SRR6388774,eDCC34,0.9985,eDCC34,eDCC34,1
DRR317534,DCC1,0.9986,DCC1,DCC1,1
ERR1413207,eDCC29,0.9986,eDCC29,eDCC29,1
ERR3198395,eDCC9,0.9986,eDCC9,eDCC9,1
ERR363308,DCC1,0.9986,DCC1,DCC1,1
ERR363339,DCC1,0.9986,DCC1,DCC1,1
ERR460025,eDCC15,0.9986,eDCC15,eDCC15,1
SRR12051641,DCC1,0.9986,DCC1,DCC1,1
SRR12051848,DCC1,0.9986,DCC1,DCC1,1
ERR340507,eDCC31,0.9986,eDCC31,eDCC31,1
ERR340561,eDCC31,0.9986,eDCC31,eDCC31,1
DRR245265,DCC1,0.9987,DCC1,DCC1,1
DRR245281,DCC1,0.9987,DCC1,DCC1,1
ERR330818,DCC1,0.9987,DCC1,DCC1,1
ERR363298,DCC1,0.9987,DCC1,DCC1,1
ERR363299,DCC1,0.9987,DCC1,DCC1,1
ERR363300,DCC1,0.9987,DCC1,DCC1,1
ERR363304,DCC1,0.9987,DCC1,DCC1,1
ERR363306,DCC1,0.9987,DCC1,DCC1,1
ERR373974,DCC1,0.9987,DCC1,DCC1,1
ERR374105,DCC5,0.9987,DCC5,DCC5,1
ERR4326564,DCC1,0.9987,DCC1,DCC1,1
ERR4326565,DCC1,0.9987,DCC1,DCC1,1
ERR459826,DCC1,0.9987,DCC1,DCC1,1
ERR459965,DCC5,0.9987,DCC5,DCC5,1
ERR494857,DCC1,0.9987,DCC1,DCC1,1
ERR494858,DCC1,0.9987,DCC1,DCC1,1
ERR494948,DCC5,0.9987,DCC5,DCC5,1
ERR494951,DCC5,0.9987,DCC5,DCC5,1
ERR494952,DCC5,0.9987,DCC5,DCC5,1
SRR12051654,DCC5,0.9987,DCC5,DCC5,1
SRR12051693,DCC5,0.9987,DCC5,DCC5,1
SRR12051709,DCC1,0.9987,DCC1,DCC1,1
SRR12051711,DCC1,0.9987,DCC1,DCC1,1
SRR6046719,DCC1,0.9987,DCC1,DCC1,1
SRR7800547,eDCC16,0.9987,eDCC16,eDCC16,1
SRR7800595,eDCC24,0.9987,eDCC24,eDCC24,1
SRR7800718,DCC5,0.9987,DCC5,DCC5,1
DRR245245,DCC6,0.9987,DCC6,DCC6,1
ERR2524364,eDCC35,0.9987,eDCC35,eDCC35,1
ERR3198397,DCC6,0.9987,DCC6,DCC6,1
ERR1045536,DCC3,0.9987,DCC3,DCC3,1
ERR1045539,DCC3,0.9987,DCC3,DCC3,1
ERR1045548,DCC3,0.9987,DCC3,DCC3,1
ERR1045549,DCC3,0.9987,DCC3,DCC3,1
ERR1045553,DCC3,0.9987,DCC3,DCC3,1
ERR1045558,DCC3,0.9987,DCC3,DCC3,1
ERR1045562,DCC3,0.9987,DCC3,DCC3,1
ERR1045591,DCC3,0.9987,DCC3,DCC3,1
ERR1045601,DCC3,0.9987,DCC3,DCC3,1
ERR1045602,DCC3,0.9987,DCC3,DCC3,1
ERR1045616,DCC3,0.9987,DCC3,DCC3,1
ERR1045619,DCC3,0.9987,DCC3,DCC3,1
ERR1045620,DCC3,0.9987,DCC3,DCC3,1
ERR1045628,DCC3,0.9987,DCC3,DCC3,1
ERR1045635,DCC3,0.9987,DCC3,DCC3,1
ERR1045641,DCC3,0.9987,DCC3,DCC3,1
ERR1045650,DCC3,0.9987,DCC3,DCC3,1
ERR1045654,DCC3,0.9987,DCC3,DCC3,1
ERR1045660,DCC3,0.9987,DCC3,DCC3,1
ERR1045663,DCC3,0.9987,DCC3,DCC3,1
ERR1045665,DCC3,0.9987,DCC3,DCC3,1
ERR1045671,DCC3,0.9987,DCC3,DCC3,1
ERR1045681,DCC3,0.9987,DCC3,DCC3,1
ERR1045683,DCC3,0.9987,DCC3,DCC3,1
ERR1045700,DCC3,0.9987,DCC3,DCC3,1
ERR1045701,DCC3,0.9987,DCC3,DCC3,1
ERR1045704,DCC3,0.9987,DCC3,DCC3,1
ERR1045714,DCC3,0.9987,DCC3,DCC3,1
ERR1045721,DCC3,0.9987,DCC3,DCC3,1
ERR330847,DCC3,0.9987,DCC3,DCC3,1
ERR337886,DCC3,0.9987,DCC3,DCC3,1
ERR369193,DCC3,0.9987,DCC3,DCC3,1
ERR369326,DCC3,0.9987,DCC3,DCC3,1
ERR494868,DCC3,0.9987,DCC3,DCC3,1
ERR5384810,DCC3,0.9987,DCC3,DCC3,1
SRR315360,DCC3,0.9987,DCC3,DCC3,1
ERR8266680,eDCC31,0.9987,eDCC31,eDCC31,1
SRR12051669,DCC6,0.9987,DCC6,DCC6,1
SRR18969534,DCC6,0.9987,DCC6,DCC6,1
DRR245209,DCC1,0.9988,DCC1,DCC1,1
ERR115032,DCC2,0.9988,DCC2,DCC2,1
ERR2524355,DCC1,0.9988,DCC1,DCC1,1
ERR2759460,DCC2,0.9988,DCC2,DCC2,1
ERR330820,DCC1,0.9988,DCC1,DCC1,1
ERR363468,DCC1,0.9988,DCC1,DCC1,1
ERR369145,DCC2,0.9988,DCC2,DCC2,1
ERR369181,eDCC23,0.9988,eDCC23,eDCC23,1
ERR374080,DCC1,0.9988,DCC1,DCC1,1
ERR4020108,eDCC24,0.9988,eDCC24,eDCC24,1
ERR4298331,DCC1,0.9988,DCC1,DCC1,1
ERR494909,DCC1,0.9988,DCC1,DCC1,1
ERR7253686,DCC1,0.9988,DCC1,DCC1,1
SRR12051646,DCC2,0.9988,DCC2,DCC2,1
SRR12051649,DCC2,0.9988,DCC2,DCC2,1
SRR14719263,DCC1,0.9988,DCC1,DCC1,1
SRR2568410,DCC1,0.9988,DCC1,DCC1,1
SRR6045668,DCC2,0.9988,DCC2,DCC2,1
SRR6046445,DCC2,0.9988,DCC2,DCC2,1
SRR7800550,eDCC16,0.9988,eDCC16,eDCC16,1
DRR245279,eDCC32,0.9988,eDCC32,eDCC32,1
DRR317500,eDCC37,0.9988,eDCC37,eDCC37,1
ERR115007,eDCC32,0.9988,eDCC32,eDCC32,1
ERR363360,eDCC34,0.9988,eDCC34,eDCC34,1
ERR374052,eDCC32,0.9988,eDCC32,eDCC32,1
ERR4020106,eDCC32,0.9988,eDCC32,eDCC32,1
ERR4298306,eDCC32,0.9988,eDCC32,eDCC32,1
ERR494879,eDCC36,0.9988,eDCC36,eDCC36,1
ERR7253680,eDCC32,0.9988,eDCC32,eDCC32,1
ERR7253764,eDCC32,0.9988,eDCC32,eDCC32,1
ERR7253771,eDCC32,0.9988,eDCC32,eDCC32,1
ERR7253786,eDCC32,0.9988,eDCC32,eDCC32,1
ERR8266659,eDCC32,0.9988,eDCC32,eDCC32,1
ERR5414015,eDCC19,0.9988,eDCC19,eDCC19,1
DRR245230,DCC1,0.9989,DCC1,DCC1,1
ERR3198500,DCC1,0.9989,DCC1,DCC1,1
ERR330816,DCC1,0.9989,DCC1,DCC1,1
ERR330817,DCC1,0.9989,DCC1,DCC1,1
ERR337749,DCC1,0.9989,DCC1,DCC1,1
ERR337777,eDCC8,0.9989,eDCC8,eDCC8,1
ERR363301,DCC1,0.9989,DCC1,DCC1,1
ERR363302,DCC1,0.9989,DCC1,DCC1,1
ERR363303,DCC1,0.9989,DCC1,DCC1,1
ERR363305,DCC1,0.9989,DCC1,DCC1,1
ERR363307,DCC1,0.9989,DCC1,DCC1,1
ERR374079,DCC1,0.9989,DCC1,DCC1,1
ERR4326513,DCC1,0.9989,DCC1,DCC1,1
ERR4326528,DCC1,0.9989,DCC1,DCC1,1
ERR4326571,eDCC9,0.9989,eDCC9,eDCC9,1
ERR459786,DCC1,0.9989,DCC1,DCC1,1
ERR459825,DCC1,0.9989,DCC1,DCC1,1
ERR484968,DCC1,0.9989,DCC1,DCC1,1
ERR484977,DCC1,0.9989,DCC1,DCC1,1
ERR494860,DCC1,0.9989,DCC1,DCC1,1
ERR494870,DCC1,0.9989,DCC1,DCC1,1
ERR494880,DCC1,0.9989,DCC1,DCC1,1
ERR494884,DCC1,0.9989,DCC1,DCC1,1
ERR494886,DCC1,0.9989,DCC1,DCC1,1
SRR12051550,DCC1,0.9989,DCC1,DCC1,1
SRR12440237,eDCC8,0.9989,eDCC8,eDCC8,1
SRR6046836,DCC1,0.9989,DCC1,DCC1,1
SRR7800436,DCC1,0.9989,DCC1,DCC1,1
DRR317383,eDCC31,0.9989,eDCC31,eDCC31,1
ERR337769,eDCC34,0.9989,eDCC34,eDCC34,1
ERR1045712,DCC3,0.9989,DCC3,DCC3,1
ERR1045720,DCC3,0.9989,DCC3,DCC3,1
ERR3198488,DCC3,0.9989,DCC3,DCC3,1
ERR3198497,DCC3,0.9989,DCC3,DCC3,1
ERR337887,DCC3,0.9989,DCC3,DCC3,1
ERR369324,DCC3,0.9989,DCC3,DCC3,1
ERR460082,DCC3,0.9989,DCC3,DCC3,1
SRR315352,DCC3,0.9989,DCC3,DCC3,1
SRR12051664,eDCC31,0.9989,eDCC31,eDCC31,1
SRR12051563,DCC7,0.9989,DCC7,DCC7,1
DRR245200,DCC1,0.999,DCC1,DCC1,1
ERR115031,DCC2,0.999,DCC2,DCC2,1
